datetime,station,date,day_of_year,station_id,flow,st_max_temp,st_min_temp,st_mean_temp,st_heat_deg_days,st_cool_deg_days,st_total_rain,st_total_snow,st_total_precip,st_total_snow_on_ground,st_dir_of_max_gust_10sdeg,st_spd_of_max_gust_kmh,era5_6am_t2m,era5_6am_evabs,era5_6am_evavt,era5_6am_lai_lv,era5_6am_ro,era5_6am_es,era5_6am_smlt,era5_6am_stl1,era5_6am_ssro,era5_6am_sp,era5_6am_sro,era5_6am_e,era5_6am_tp,era5_6am_swvl1,era5_noon_t2m,era5_noon_evavt,era5_noon_ro,era5_noon_sd,era5_noon_es,era5_noon_sf,era5_noon_smlt,era5_noon_stl1,era5_noon_ssr,era5_noon_e,era5_noon_tp
2/11/2015,07SB013,2/11/2015,,,0,-23.5,-42,-32.8,50.8,0,0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,240.8984979,1.17E-07,1.59E-05,0.048607193,5.65E-06,1.05E-06,-1.86E-09,268.6204721,171613.4967,6.93E-06,1.88E-06
2/12/2015,07SB013,2/12/2015,,,0,-21.5,-36,-28.8,46.8,0,0,0,0,0,,,,,,,,,,,,,,,,,245.856258,5.38E-06,1.60E-05,0.049163291,-4.29E-06,0.000702524,-1.86E-09,268.7914125,220283.0788,1.08E-06,0.000708
2/13/2015,07SB013,2/13/2015,,,0,-18,-36,-27,45,0,0,1,1,1,,,,,,,,,,,,,,,,,242.0161398,-1.48E-05,1.59E-05,0.049173675,4.09E-06,1.86E-09,-1.86E-09,268.8104678,264143.0431,-1.07E-05,9.39E-07
2/14/2015,07SB013,2/14/2015,,,0,-17.5,-29,-23.3,41.3,0,0,0,0,0,,,,,,,,,,,,,,,,,252.4187009,1.94E-05,1.59E-05,0.050718395,-4.14E-05,0.00204628,-1.86E-09,268.9679738,157803.572,-2.20E-05,0.002048139
2/15/2015,07SB013,2/15/2015,,,0,-20,-24,-22,40,0,0,0,0,0,,,,,,,,,,,,,,,,,247.3303339,-1.38E-05,1.58E-05,0.050748043,1.10E-05,7.33E-06,-1.86E-09,269.0574915,283964.2037,-2.49E-06,7.98E-06
2/16/2015,07SB013,2/16/2015,,,0,-18.5,-29.5,-24,42,0,0,0,0,0,,,,,,,,,,,,,,,,,246.5139129,-1.00E-05,1.56E-05,0.05075897,1.62E-05,1.86E-09,-1.86E-09,269.0172138,304590.4668,6.92E-06,0
2/17/2015,07SB013,2/17/2015,,,0,-20.5,-32,-26.3,44.3,0,0,0,0,0,,,,,,,,,,,,,,,,,245.2112629,-4.15E-07,1.56E-05,0.050766348,8.42E-06,6.72E-07,-1.86E-09,268.9603578,277152.4971,9.61E-06,1.88E-06
2/18/2015,07SB013,2/18/2015,,,0,-15,-31,-23,41,0,0,0,0,0,,,,,,,,,,,,,,,,,249.3194719,9.11E-06,1.55E-05,0.050783631,7.96E-06,3.82E-06,-1.86E-09,269.0310816,297654.1674,1.71E-05,5.37E-06
2/19/2015,07SB013,2/19/2015,,,0,-13,-23,-18,36,0,0,0,0,0,,,,,,,,,,,,,,,,,256.0443325,4.62E-06,1.57E-05,0.051609957,-1.09E-05,0.001082624,-1.86E-09,269.2012508,171560.2177,-6.18E-06,0.001087059
2/20/2015,07SB013,2/20/2015,,,0,-19,-30,-24.5,42.5,0,0,1.5,1.5,1.5,,,,,,,,,,,,,,,,,246.9549106,-2.97E-05,1.55E-05,0.051615488,1.07E-06,1.83E-06,-1.86E-09,269.2440015,399010.6703,-2.87E-05,3.38E-06
2/21/2015,07SB013,2/21/2015,,,0,-18.5,-37,-27.8,45.8,0,0,0,0,0,,,,,,,,,,,,,,,,,246.089456,-1.34E-05,1.55E-05,0.051619928,7.41E-06,1.86E-09,-1.86E-09,269.1150399,421181.0128,-4.77E-06,9.39E-07
2/22/2015,07SB013,2/22/2015,,,0,-10,-34,-22,40,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,253.7817094,2.07E-05,1.55E-05,0.05163919,1.46E-05,1.65E-05,-1.86E-09,269.2183167,313724.5348,3.64E-05,1.88E-05
2/23/2015,07SB013,2/23/2015,,,0,-11,-19.5,-15.3,33.3,0,0,0,0,0,,,,,,,,,,,,,,,,,255.6756564,4.57E-05,1.53E-05,0.051712418,5.43E-05,5.90E-06,-1.86E-09,269.3995204,448294.3646,0.000102125,6.06E-06
2/24/2015,07SB013,2/24/2015,,,0,-18.5,-24,-21.3,39.3,0,0,0,0,0,,,,,,,,,,,,,,,,,251.5145189,-3.27E-05,1.53E-05,0.051670544,-1.99E-05,1.10E-05,-1.86E-09,269.4164574,367412.9201,-5.25E-05,1.35E-05
2/25/2015,07SB013,2/25/2015,,,0,-18.5,-33,-25.8,43.8,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,248.4020468,-1.49E-05,1.51E-05,0.051650873,4.15E-06,1.86E-09,-1.86E-09,269.2570846,544627.8212,-1.01E-05,0
2/26/2015,07SB013,2/26/2015,,,0,-11,-32,-21.5,39.5,0,0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,252.4034724,9.14E-06,1.52E-05,0.051746778,2.27E-05,8.98E-05,-1.86E-09,269.2670325,507179.0825,3.27E-05,9.22E-05
2/27/2015,07SB013,2/27/2015,,,0,-4.5,-22,-13.3,31.3,0,0,0.8,0.8,0.8,,,,,,,,,,,,,,,,,258.2549907,1.85E-05,1.51E-05,0.051927178,2.36E-05,0.000196771,-1.86E-09,269.3956581,494823.9127,4.51E-05,0.000198799
2/28/2015,07SB013,2/28/2015,,,0,-11.5,-16,-13.8,31.8,0,0,0,0,0,,,,,,,,,,,,,,,,,259.1667844,6.92E-05,1.51E-05,0.052324325,-1.33E-05,0.000525348,-1.86E-09,269.6491888,631239.8435,5.59E-05,0.000529579
3/1/2015,07SB013,3/1/2015,,,0,-8.5,-27.5,-18,36,0,0,2,2,2,,,,,,,,,,,,,,,,,257.9797947,-1.41E-05,1.51E-05,0.052277533,3.06E-06,1.01E-05,-1.86E-09,269.5841966,413795.3907,-8.41E-06,1.04E-05
3/2/2015,07SB013,3/2/2015,,,0,-19,-23,-21,39,0,0,0,0,0,,,,,,,,,,,,,,,,,252.7603787,-0.000174774,1.51E-05,0.05327497,-0.000192081,0.000748103,-1.86E-09,269.6477456,597563.9607,-0.000366928,0.000753183
3/3/2015,07SB013,3/3/2015,,,0,-20,-30.5,-25.3,43.3,0,0,0,0,0,,,,,,,,,,,,,,,,,246.8426219,-5.26E-05,1.49E-05,0.053245665,1.39E-06,1.34E-05,-1.86E-09,269.4986134,720165.4444,-5.12E-05,1.46E-05
3/4/2015,07SB013,3/4/2015,,,0,-15,-32.5,-23.8,41.8,0,0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,249.2172035,-3.65E-07,1.48E-05,0.053244912,9.15E-06,1.48E-07,-1.86E-09,269.3837372,753440.8891,1.16E-05,9.39E-07
3/5/2015,07SB013,3/5/2015,,,0,-10,-26,-18,36,0,0,1.5,1.5,1.5,,,,,,,,,,,,,,,,,258.1418198,1.62E-05,1.49E-05,0.053385764,2.32E-05,0.000178037,-1.86E-09,269.4960492,557565.9529,4.72E-05,0.000180711
3/6/2015,07SB013,3/6/2015,,,0,-12.5,-18,-15.3,33.3,0,0,1.5,1.5,1.5,,,,,,,,,,,,,,,,,255.7935094,1.74E-05,1.49E-05,0.054029775,3.74E-06,0.000298677,-1.86E-09,269.6681206,645935.4371,2.45E-05,0.000303592
3/7/2015,07SB013,3/7/2015,,,0,-6.5,-22,-14.3,32.3,0,0,0,0,0,,,,,,,,,,,,,,,,,259.6332209,3.75E-06,1.48E-05,0.054888476,5.14E-09,0.001129627,-1.86E-09,269.7353176,716218.8996,2.40E-06,0.001131886
3/8/2015,07SB013,3/8/2015,,,0,-6,-20,-13,31,0,0,0,0,0,,,,,,,,,,,,,,,,,260.3622638,2.30E-05,1.48E-05,0.054923725,4.64E-05,4.45E-06,-1.86E-09,269.8265182,756105.6072,7.37E-05,5.72E-06
3/9/2015,07SB013,3/9/2015,,,0,-9,-14.5,-11.8,29.8,0,0,0,0,0,,,,,,,,,,,,,,,,,259.4894573,1.50E-05,1.47E-05,0.055000164,3.37E-05,8.15E-05,-1.86E-09,269.9154923,751011.4012,5.09E-05,8.15E-05
3/10/2015,07SB013,3/10/2015,,,0,-16.5,-22,-19.3,37.3,0,0,0,0,0,,,,,,,,,,,,,,,,,252.4522487,-8.48E-05,1.45E-05,0.055002692,-6.09E-06,2.64E-05,-1.86E-09,269.847311,970813.7005,-9.12E-05,2.73E-05
3/11/2015,07SB013,3/11/2015,,,0,-20,-28.5,-24.3,42.3,0,0,3,3,3,,,,,,,,,,,,,,,,,249.2233925,-3.47E-05,1.45E-05,0.05498937,5.68E-06,4.29E-06,-1.86E-09,269.6692306,960349.7154,-2.75E-05,6.19E-06
3/12/2015,07SB013,3/12/2015,,,0,-15,-27,-21,39,0,0,6,6,6,,,,,,,,,,,,,,,,,252.1094767,-3.21E-05,1.45E-05,0.055535904,-3.66E-05,0.000760244,-1.86E-09,269.6307166,615462.9166,-6.87E-05,0.000762958
3/13/2015,07SB013,3/13/2015,,,0,2.5,-22,-9.8,27.8,0,0,0,0,0,,,,,,,,,,,,,,,,,257.5329198,1.29E-05,1.45E-05,0.05598831,1.44E-05,5.43E-05,-1.86E-09,269.7252888,919719.6011,2.87E-05,5.61E-05
3/14/2015,07SB013,3/14/2015,,,0,-4.5,-17,-10.8,28.8,0,0,0,0,0,,,,,,,,,,,,,,,,,262.9536703,6.24E-05,1.93E-05,0.056162976,1.06E-05,8.41E-05,-1.86E-09,269.9881708,907284.3328,7.75E-05,0.00024447
3/15/2015,07SB013,3/15/2015,,,0,-17.5,-27,-22.3,40.3,0,0,0,0,0,,,,,,,,,,,,,,,,,250.0746219,-0.000246761,1.44E-05,0.056984723,-0.000149083,0.001237486,-1.86E-09,269.9000544,1114415.109,-0.000395903,0.001239528
3/16/2015,07SB013,3/16/2015,,,0,-15,-28,-21.5,39.5,0,0,0,0,0,,,,,,,,,,,,,,,,,249.73663,-2.85E-05,1.44E-05,0.056938543,5.20E-06,1.86E-09,-1.86E-09,269.7688667,1268770.331,-2.36E-05,9.39E-07
3/17/2015,07SB013,3/17/2015,,,0,-11.5,-31,-21.3,39.3,0,0,0,0,0,,,,,,,,,,,,,,,,,251.7871563,-2.29E-06,1.44E-05,0.056913682,2.68E-06,1.86E-09,-1.86E-09,269.6567474,1300617.531,1.04E-06,9.39E-07
3/18/2015,07SB013,3/18/2015,,,0,-10.5,-27.5,-19,37,0,0,0,0,0,,,,,,,,,,,,,,,,,255.2003945,-7.60E-06,1.44E-05,0.056837039,-6.45E-05,4.75E-05,-1.86E-09,269.7416975,957248.3055,-7.21E-05,5.15E-05
3/19/2015,07SB013,3/19/2015,,,0,-15,-25,-20,38,0,0,0,0,0,,,,,,,,,,,,,,,,,251.419993,-2.85E-05,1.42E-05,0.056812381,-6.85E-06,1.86E-09,-1.86E-09,269.718486,1435098.689,-3.53E-05,9.39E-07
3/20/2015,07SB013,3/20/2015,,,0,-12.5,-27.5,-20,38,0,0,0,0,0,,,,,,,,,,,,,,,,,251.8723187,-2.11E-05,1.42E-05,0.056778361,-1.34E-06,9.05E-06,-1.86E-09,269.6657119,1488341.919,-2.22E-05,9.96E-06
3/21/2015,07SB013,3/21/2015,,,0,-9.5,-28,-18.8,36.8,0,0,0,0,0,,,,,,,,,,,,,,,,,254.0938788,-6.21E-06,1.40E-05,0.056725013,-5.03E-06,1.86E-09,-1.86E-09,269.6179897,1572569.144,-1.06E-05,0
3/22/2015,07SB013,3/22/2015,,,0,-4,-22,-13,31,0,0,0,0,0,,,,,,,,,,,,,,,,,257.0810811,1.09E-05,1.40E-05,0.056651243,-6.69E-06,1.86E-09,-1.86E-09,269.6907355,1473713.251,4.10E-06,9.39E-07
3/23/2015,07SB013,3/23/2015,,,0,-4.5,-15.5,-10,28,0,0,0,0,0,,,,,,,,,,,,,,,,,259.0648274,1.13E-05,1.41E-05,0.056534365,-3.18E-05,2.67E-06,-1.86E-09,269.8093168,1486491.583,-2.05E-05,4.79E-06
3/24/2015,07SB013,3/24/2015,,,0,-8,-22.5,-15.3,33.3,0,0,0,0,0,,,,,,,,,,,,,,,,,257.1964409,-1.23E-05,1.40E-05,0.056434223,-1.01E-05,1.86E-09,-1.86E-09,269.8359675,1708620.942,-2.22E-05,9.39E-07
3/25/2015,07SB013,3/25/2015,,,0,-4,-21,-12.5,30.5,0,0,0,0,0,,,,,,,,,,,,,,,,,258.872451,-6.31E-06,1.40E-05,0.05635273,-6.06E-07,1.86E-09,-1.86E-09,269.8320942,1827547.545,-6.46E-06,0
3/26/2015,07SB013,3/26/2015,,,0,-4,-19,-11.5,29.5,0,0,0,0,0,,,,,,,,,,,,,,,,,264.1407813,4.20E-05,1.40E-05,0.056448499,-1.85E-05,0.000239828,-1.86E-09,269.9952197,1425876.251,2.37E-05,0.000244113
3/27/2015,07SB013,3/27/2015,,,0,6,-14,-4,22,0,0,0,0,0,,,,,,,,,,,,,,,,,267.9677007,6.88E-05,1.37E-05,0.05635478,4.34E-05,1.27E-06,-1.86E-09,270.1444608,1686232.921,0.000118595,2.81E-06
3/28/2015,07SB013,3/28/2015,,,0,4,-11,-3.5,21.5,0,0,0,0,0,,,,,,,,,,,,,,,,,270.0331321,1.84E-05,1.37E-05,0.056192752,-1.57E-05,1.86E-09,-1.86E-09,270.310002,2015067.182,4.86E-06,9.39E-07
3/29/2015,07SB013,3/29/2015,,,0,-3,-16,-9.5,27.5,0,0,0,0,0,,,,,,,,,,,,,,,,,265.9594971,-5.14E-05,1.37E-05,0.055901418,-5.54E-05,9.38E-06,-1.86E-09,270.3299338,1928401.647,-0.000106308,1.30E-05
3/30/2015,07SB013,3/30/2015,,,0,-2,-13,-7.5,25.5,0,0,1,1,1,,,,,,,,,,,,,,,,,267.4383852,-7.70E-05,1.37E-05,0.055816032,-7.37E-05,0.000215129,-1.86E-09,270.3510507,1383821.529,-0.000150816,0.000217432
3/31/2015,07SB013,3/31/2015,,,0,-8,-16,-12,30,0,0,0,0,0,,,,,,,,,,,,,,,,,260.3953273,-0.000151816,1.37E-05,0.055979972,-0.000110287,1.28E-05,-1.86E-09,270.3768068,1972866.759,-0.000262029,1.52E-05
4/1/2015,07SB013,4/1/2015,,,0,-8,-20.5,-14.3,32.3,0,0,0,0,0,,,,,,,,,,,,,,,,,257.8095874,-0.000165989,1.36E-05,0.055705168,-7.67E-05,8.39E-07,-1.86E-09,270.1701765,2288629.506,-0.00024279,1.88E-06
4/2/2015,07SB013,4/2/2015,,,0,-12.5,-27.5,-20,38,0,0,0,0,0,,,,,,,,,,,,,,,,,254.0814423,-6.39E-05,1.36E-05,0.055533576,-2.87E-05,4.10E-07,-1.86E-09,269.984445,2525001.232,-9.26E-05,1.50E-06
4/3/2015,07SB013,4/3/2015,,,0,-11,-28.5,-19.8,37.8,0,0,0,0,0,,,,,,,,,,,,,,,,,255.0008951,-2.59E-05,1.36E-05,0.055399006,-2.22E-05,1.86E-09,-1.86E-09,269.7609209,2628195.541,-4.71E-05,9.39E-07
4/4/2015,07SB013,4/4/2015,,,0,-11.5,-24.5,-18,36,0,0,0,0,0,,,,,,,,,,,,,,,,,255.158964,-1.51E-06,1.34E-05,0.055270589,-2.45E-05,1.86E-09,-1.86E-09,269.6165071,2651011.213,-2.55E-05,0
4/5/2015,07SB013,4/5/2015,,,0,-13,-29,-21,39,0,0,0,0,0,,,,,,,,,,,,,,,,,255.2176903,-9.44E-06,1.34E-05,0.055117988,-2.45E-05,1.48E-07,-1.86E-09,269.510812,2776642.818,-3.35E-05,9.39E-07
4/6/2015,07SB013,4/6/2015,,,0,-3.5,-23.5,-13.5,31.5,0,0,0,0,0,,,,,,,,,,,,,,,,,259.0394259,9.34E-07,1.33E-05,0.054927888,-6.21E-05,1.86E-09,-1.86E-09,269.5348199,2708988.488,-6.10E-05,0
4/7/2015,07SB013,4/7/2015,,,0,4,-16.5,-6.3,24.3,0,0,0,0,0,,,,,,,,,,,,,,,,,268.5102999,3.03E-05,1.34E-05,0.054805136,-7.56E-05,0.000233748,-1.86E-09,269.8685113,2704303.852,-4.41E-05,0.000234563
4/8/2015,07SB013,4/8/2015,,,0,-1,-12.5,-6.8,24.8,0,0,0,0,0,,,,,,,,,,,,,,,,,265.9729992,1.24E-05,1.34E-05,0.05445731,-0.00010952,1.78E-05,-1.86E-09,270.1420288,2381489.597,-9.72E-05,2.08E-05
4/9/2015,07SB013,4/9/2015,,,0,10.5,-10,0.3,17.7,0,0,0,0,0,,,,,,,,,,,,,,,,,272.0922727,2.09E-05,2.28E-05,0.054272124,-0.000113138,1.86E-09,2.04E-07,270.3200944,2675050.184,-9.31E-05,0.000277982
4/10/2015,07SB013,4/10/2015,,,0,8,-6,1,17,0,0,0,0,0,,,,,,,,,,,,,,,,,274.1095986,5.14E-06,0.000314436,0.04994218,-7.07E-05,1.86E-09,0.000470176,270.5830826,3174908.669,-6.41E-05,0
4/11/2015,07SB013,4/11/2015,,,0,10.5,-5,2.8,15.2,0,0,0,0,0,,,,,,,,,,,,,,,,,274.970646,-3.52E-05,0.000315404,0.044797324,-9.71E-05,1.86E-09,0.000452274,270.7522474,2897298.966,-0.000132523,2.67E-06
4/12/2015,07SB013,4/12/2015,,,0,4.5,-5,-0.3,18.3,0,0,0,0,0,,,,,,,,,,,,,,,,,274.1025205,-1.49E-05,0.000254244,0.039745438,-3.40E-05,2.11E-07,0.000457061,270.8227776,3196512.074,-4.58E-05,9.39E-07
4/13/2015,07SB013,4/13/2015,,,0,-6,-11,-8.5,26.5,0,0,0,0,0,,,,,,,,,,,,,,,,,266.4279029,-0.000315229,7.74E-05,0.043661345,-0.000239726,0.003845287,7.80E-05,270.83268,1727422.646,-0.000555026,0.00391259
4/14/2015,07SB013,4/14/2015,,,0,-0.5,-17,-8.8,26.8,0,0,2.5,2.5,2.5,,,,,,,,,,,,,,,,,264.8091983,-0.000250462,1.30E-05,0.043460657,-8.12E-05,1.50E-05,-1.86E-09,270.5500897,2258170.741,-0.000331672,1.65E-05
4/15/2015,07SB013,4/15/2015,,,0,3.5,-11.5,-4,22,0,0,0,0,0,,,,,,,,,,,,,,,,,270.1874974,-1.98E-06,1.30E-05,0.044022353,-0.000123243,0.001149668,-1.86E-09,270.6686862,2568574.79,-0.000130768,0.001153105
4/16/2015,07SB013,4/16/2015,,,0,7,-6.5,0.3,17.7,0,0,0,0,0,,,,,,,,,,,,,,,,,273.4921375,-3.99E-05,1.72E-05,0.043855613,-3.11E-05,9.13E-05,4.21E-06,270.8219214,3162585.444,-6.88E-05,9.40E-05
4/17/2015,07SB013,4/17/2015,,,0,8.5,-4,2.3,15.7,0,0,0,0,0,,,,,,,,,,,,,,,,,273.8288077,-6.84E-05,2.40E-05,0.042027609,-7.11E-05,1.86E-09,2.23E-05,270.9510837,3514462.001,-0.000138719,0.000285953
4/18/2015,07SB013,4/18/2015,,,0,7,-4,1.5,16.5,0,0,0,0,0,,,,,,,,,,,,,,,,,274.0036857,-0.000126619,6.03E-05,0.039314395,-5.35E-05,1.86E-09,8.32E-05,270.9843544,3502465.949,-0.000179847,0
4/19/2015,07SB013,4/19/2015,,,0,8.5,-3.5,2.5,15.5,0,0,0,0,0,,,,,,,,,,,,,,,,,275.9799128,-7.00E-05,0.000457107,0.035280985,-7.48E-05,1.86E-09,0.000805734,271.091893,3745179.137,-0.000144597,3.12E-05
4/20/2015,07SB013,4/20/2015,,,0,6,-5,0.5,17.5,0,0,0,0,0,,,,,,,,,,,,,,,,,272.7222868,-0.000131679,3.60E-05,0.030305742,-0.000152249,3.16E-07,0.000175803,271.2753383,3648525.048,-0.000289895,1.58E-06
4/21/2015,07SB013,4/21/2015,,,0,3,-8.5,-2.8,20.8,0,0,0,0,0,,,,,,,,,,,,,,,,,270.7206142,-0.000346911,1.29E-05,0.02794145,-0.000401129,2.73E-06,-1.86E-09,271.2732504,3853000.076,-0.000758044,3.83E-06
4/22/2015,07SB013,4/22/2015,,,0,6,-7,-0.5,18.5,0,0,0,0,0,,,,,,,,,,,,,,,,,273.1204461,-0.000306832,1.27E-05,0.026871606,-0.000495015,1.86E-09,-1.86E-09,271.338529,3944386.881,-0.000806681,9.39E-07
4/23/2015,07SB013,4/23/2015,,,0,0.5,-7,-3.3,21.3,0,0,0,0,0,,,,,,,,,,,,,,,,,269.615446,-0.000495551,1.36E-05,0.024250069,-0.000625111,1.86E-09,3.00E-05,271.3439537,4006971.207,-0.001136604,0
4/24/2015,07SB013,4/24/2015,,,0,-2.5,-15.5,-9,27,0,0,0,0,0,,,,,,,,,,,,,,,,,265.7202117,-0.000475199,1.26E-05,0.023175854,-0.000460816,4.59E-06,-1.86E-09,270.7527876,4150348.788,-0.000969758,5.44E-06
4/25/2015,07SB013,4/25/2015,,,0,0,-11,-5.5,23.5,0,0,0,0,0,,,,,,,,,,,,,,,,,267.9224108,-0.000135421,1.27E-05,0.022428493,-0.000324497,1.35E-05,-1.86E-09,271.0892329,3291296.521,-0.000478996,1.75E-05
4/26/2015,07SB013,4/26/2015,,,0.007,6.5,-8,-0.8,18.8,0,0,0,0,0,,,,,,,,,,,,,,,,,271.7250599,-7.44E-05,1.27E-05,0.021719181,-0.000319775,8.39E-07,1.07E-06,271.3981126,4488635.574,-0.000404499,2.53E-06
4/27/2015,07SB013,4/27/2015,,,0.034,12,-3,4.5,13.5,0,0,0,0,0,,,,,,,,,,,,,,,,,276.8253404,-0.000169402,2.81E-05,0.019093549,-0.000419086,1.86E-09,0.000538494,271.8338742,4461900.175,-0.00061979,1.88E-06
4/28/2015,07SB013,4/28/2015,,,0.07,16.5,-2,7.3,10.7,0,0,0,0,0,,,,,,,,,,,,,,,,,280.8367997,1.48E-05,0.000664034,0.0121719,-5.33E-05,1.86E-09,0.002711082,272.8177442,5770968.627,-0.000163126,0
4/29/2015,07SB013,4/29/2015,,,0.083,11.5,1.5,6.5,11.5,0,0,0,0,0,,,,,,,,,,,,,,,,,280.6655035,0.000122607,0.000177552,0.004504891,-6.80E-05,1.86E-09,0.00325385,276.0520401,6577375.163,-0.000506784,0.001403843
4/30/2015,07SB013,4/30/2015,,,0.086,13.5,-2,5.8,12.2,0,6.4,0,6.4,6.4,,,,,,,,,,,,,,,,,279.8878059,-6.69E-05,2.95E-05,0.002546509,-3.37E-05,1.86E-09,0.000582551,275.661079,6773793.164,-0.000416747,9.39E-07
5/1/2015,07SB013,5/1/2015,,,0.086,9.5,2.5,6,12,0,0,0,0,0,,,273.274706,-2.04E-05,4.49E-06,0.819057161,1.13E-05,2.41E-06,0.000110884,273.3096641,7.86E-06,97561.14449,3.19E-06,-6.55E-05,2.39E-05,0.317262234,278.1791695,-4.39E-05,2.02E-05,0.0015458,-1.60E-05,1.40E-06,0.000276382,275.8082535,6955419.321,-0.000391409,2.42E-05
5/2/2015,07SB013,5/2/2015,,,0.085,4.5,-2,1.3,16.7,0,0,0.2,0.2,0.2,,,271.4890149,-2.41E-05,-0.000122842,0.821571681,9.01E-06,-1.08E-05,4.28E-05,273.0838167,7.86E-06,98300.18357,8.96E-07,-0.00027606,4.87E-06,0.307946683,274.7601851,-0.000170251,1.59E-05,0.001525381,-2.62E-05,0.000536453,7.60E-05,273.8249267,5402448.121,-0.000497874,0.000669011
5/3/2015,07SB013,5/3/2015,,,0.081,0,-5.5,-2.8,20.8,0,0,0,0,0,,,269.044196,-1.71E-05,-0.00038833,0.824104354,8.73E-06,-4.57E-05,1.11E-06,272.8171766,7.86E-06,99150.20776,8.96E-07,-0.000624211,0.00029941,0.30426314,270.6379796,-0.000518886,1.35E-05,0.001856674,-8.35E-05,0.000290649,8.92E-07,272.8921518,4067106.869,-0.000899697,0.000385118
5/4/2015,07SB013,5/4/2015,,,0.077,2,-8,-3,21,0,0,0,0,0,,,268.4871831,-1.47E-05,-0.00032245,0.826691347,7.89E-06,-3.63E-05,0,272.5909964,7.86E-06,99645.92029,1.86E-09,-0.000498382,3.56E-05,0.2975421,269.9565975,-0.00040729,1.26E-05,0.001888166,-6.95E-05,4.00E-05,-1.86E-09,272.7628274,4535882.587,-0.000710141,4.24E-05
5/5/2015,07SB013,5/5/2015,,,0.073,4,-7.5,-1.8,19.8,0,0,0,0,0,,,267.3949644,-1.34E-05,-0.000133481,0.829284378,7.83E-06,-1.33E-05,0,272.2599922,7.92E-06,99726.85864,1.86E-09,-0.000235544,0,0.29301294,273.0698654,-0.000140139,1.36E-05,0.001726617,-3.21E-05,1.86E-09,6.19E-05,272.9440674,7381814.073,-0.000359564,0
5/6/2015,07SB013,5/6/2015,,,0.07,7,-7,0,18,0,0,0,0,0,,,268.933032,-2.22E-05,-0.000157195,0.831804926,7.89E-06,-4.57E-06,2.35E-06,272.594186,7.92E-06,99814.61178,1.86E-09,-0.000256631,2.07E-06,0.290373437,274.6759454,-0.000199321,1.32E-05,0.001388494,-2.94E-05,1.86E-09,4.08E-05,273.3030883,7971373.499,-0.00047671,1.88E-06
5/7/2015,07SB013,5/7/2015,,,0.067,10,-3,3.5,14.5,0,0,0,0,0,,,270.4278138,-3.18E-05,-0.000136223,0.834337561,8.17E-06,-4.55E-06,1.38E-05,272.7693441,7.92E-06,99547.74535,2.81E-07,-0.000281719,0,0.285807371,277.3422957,-0.000157993,1.45E-05,0.000984585,-2.03E-05,1.86E-09,0.000107327,273.8239094,8152902.168,-0.000516724,0
5/8/2015,07SB013,5/8/2015,,,0.064,10.5,-1,4.8,13.2,0,0,0,0,0,,,272.1258541,-3.62E-05,-0.000132705,0.836954767,1.00E-05,-6.64E-06,1.60E-05,273.1276307,7.92E-06,99608.99927,1.90E-06,-0.000328667,0.000202645,0.28246877,278.2305812,-0.000195901,1.58E-05,0.000612855,-2.19E-05,1.09E-06,7.29E-05,275.3980727,8238676.935,-0.000700964,0.000199868
5/9/2015,07SB013,5/9/2015,,,0.063,11,-1,5,13,0,0,0,0,0,,,272.1298668,-4.75E-05,-8.04E-05,0.839475317,8.17E-06,-2.26E-06,1.31E-05,273.1840389,7.92E-06,99695.99072,2.81E-07,-0.000266041,0,0.275241263,278.9605846,-0.00010879,1.39E-05,0.000363191,-8.50E-06,1.86E-09,6.86E-05,276.833003,8660030.147,-0.000596905,0
5/10/2015,07SB013,5/10/2015,,,0.061,12.5,2,7.3,10.7,0,0,0,0,0,,,274.6895604,-5.65E-05,-8.18E-05,0.842044213,8.17E-06,-2.63E-06,1.33E-05,273.7042997,7.92E-06,99757.1603,2.81E-07,-0.000317819,1.04E-06,0.268104918,279.7752071,-0.000188059,1.33E-05,0.000190576,-8.87E-06,1.86E-09,4.13E-05,278.2716659,8599783.495,-0.00079399,9.39E-07
5/11/2015,07SB013,5/11/2015,,,0.06,18,4,11,7,0,0,0,0,0,,,276.2122646,-6.14E-05,-6.12E-05,0.844564718,8.17E-06,-1.73E-06,1.58E-05,275.0890997,7.92E-06,99343.1384,2.81E-07,-0.000357425,1.04E-06,0.259559966,283.147075,-0.000104412,1.33E-05,8.14E-05,-3.39E-06,1.86E-09,4.13E-05,280.7190677,8815836.187,-0.000834314,2.81E-06
5/12/2015,07SB013,5/12/2015,,,0.06,18,8.5,13.3,4.7,0,0,0,0,0,,,278.1467624,-7.96E-05,-3.91E-05,0.847188013,8.11E-06,-6.80E-07,1.18E-05,276.6076959,7.92E-06,99189.11498,1.86E-09,-0.000409617,0,0.248662764,283.4739305,-9.81E-05,1.30E-05,2.62E-05,-1.37E-06,1.86E-09,2.12E-05,281.546727,9213658.91,-0.000940143,0
